timestamp,tool_id,wafer_id,step,svid,value
2025-06-28 23:35:02,LITHO01,WFR00058,PHOTO,SVID_004,99.86
2025-06-28 23:35:02,LITHO01,WFR00058,PHOTO,SVID_005,104.09
2025-06-28 23:19:29,LITHO01,WFR00055,ETCH,SVID_001,94.73
2025-06-28 23:19:29,LITHO01,WFR00055,ETCH,SVID_002,100.3
2025-06-28 23:19:29,LITHO01,WFR00055,ETCH,SVID_003,112.32
2025-06-28 23:19:29,LITHO01,WFR00055,ETCH,SVID_004,99.04
2025-06-28 23:19:29,LITHO01,WFR00055,ETCH,SVID_005,101.51
2025-06-28 23:54:08,ETCH02,WFR00052,MEASURE,SVID_001,105.71
2025-06-28 23:54:08,ETCH02,WFR00052,MEASURE,SVID_002,103.76
2025-06-28 23:54:08,ETCH02,WFR00052,MEASURE,SVID_003,103.96
2025-06-28 23:54:08,ETCH02,WFR00052,MEASURE,SVID_004,95.45
2025-06-28 23:54:08,ETCH02,WFR00052,MEASURE,SVID_005,107.01
2025-06-29 00:07:33,ETCH02,WFR00085,CLEAN,SVID_001,92.99
2025-06-29 00:07:33,ETCH02,WFR00085,CLEAN,SVID_002,95.05
2025-06-29 00:07:33,ETCH02,WFR00085,CLEAN,SVID_003,97.17
2025-06-29 00:07:33,ETCH02,WFR00085,CLEAN,SVID_004,100.5
2025-06-29 00:07:33,ETCH02,WFR00085,CLEAN,SVID_005,97.48
2025-06-28 23:30:40,LITHO01,WFR00035,CLEAN,SVID_001,92.25
2025-06-28 23:30:40,LITHO01,WFR00035,CLEAN,SVID_002,100.34
2025-06-28 23:30:40,LITHO01,WFR00035,CLEAN,SVID_003,94.69
2025-06-28 23:30:40,LITHO01,WFR00035,CLEAN,SVID_004,102.37
2025-06-28 23:30:40,LITHO01,WFR00035,CLEAN,SVID_005,95.4
2025-06-28 23:49:51,ETCH02,WFR00000,CLEAN,SVID_001,107.75
2025-06-28 23:49:51,ETCH02,WFR00000,CLEAN,SVID_002,101.03
2025-06-28 23:49:51,ETCH02,WFR00000,CLEAN,SVID_003,92.78
2025-06-28 23:49:51,ETCH02,WFR00000,CLEAN,SVID_004,94.86
2025-06-28 23:49:51,ETCH02,WFR00000,CLEAN,SVID_005,103.71
2025-06-28 23:42:00,ETCH02,WFR00059,ETCH,SVID_001,105.0
2025-06-28 23:42:00,ETCH02,WFR00059,ETCH,SVID_002,100.76
2025-06-28 23:42:00,ETCH02,WFR00059,ETCH,SVID_003,96.99
2025-06-28 23:42:00,ETCH02,WFR00059,ETCH,SVID_004,95.77
2025-06-28 23:42:00,ETCH02,WFR00059,ETCH,SVID_005,104.08
2025-06-28 23:18:18,ETCH02,WFR00032,MEASURE,SVID_001,102.36
2025-06-28 23:18:18,ETCH02,WFR00032,MEASURE,SVID_002,101.13
2025-06-28 23:18:18,ETCH02,WFR00032,MEASURE,SVID_003,104.24
2025-06-28 23:18:18,ETCH02,WFR00032,MEASURE,SVID_004,100.87
2025-06-28 23:18:18,ETCH02,WFR00032,MEASURE,SVID_005,93.92
2025-06-28 23:23:47,ETCH02,WFR00034,MEASURE,SVID_001,103.67
2025-06-28 23:23:47,ETCH02,WFR00034,MEASURE,SVID_002,95.23
2025-06-28 23:23:47,ETCH02,WFR00034,MEASURE,SVID_003,96.24
2025-06-28 23:23:47,ETCH02,WFR00034,MEASURE,SVID_004,94.35
2025-06-28 23:23:47,ETCH02,WFR00034,MEASURE,SVID_005,103.85
2025-06-28 23:18:30,LITHO01,WFR00066,ETCH,SVID_001,106.34
2025-06-28 23:18:30,LITHO01,WFR00066,ETCH,SVID_002,95.66
2025-06-28 23:18:30,LITHO01,WFR00066,ETCH,SVID_003,100.73
2025-06-28 23:18:30,LITHO01,WFR00066,ETCH,SVID_004,93.15
2025-06-28 23:18:30,LITHO01,WFR00066,ETCH,SVID_005,96.14
2025-06-28 23:45:48,ETCH02,WFR00029,PHOTO,SVID_001,104.39
2025-06-28 23:45:48,ETCH02,WFR00029,PHOTO,SVID_002,98.8
2025-06-28 23:45:48,ETCH02,WFR00029,PHOTO,SVID_003,106.05
2025-06-28 23:45:48,ETCH02,WFR00029,PHOTO,SVID_004,102.69
2025-06-28 23:45:48,ETCH02,WFR00029,PHOTO,SVID_005,113.67
2025-06-28 23:21:26,ETCH01,WFR00068,MEASURE,SVID_001,100.47
2025-06-28 23:21:26,ETCH01,WFR00068,MEASURE,SVID_002,94.65
2025-06-28 23:21:26,ETCH01,WFR00068,MEASURE,SVID_003,102.41
2025-06-28 23:21:26,ETCH01,WFR00068,MEASURE,SVID_004,98.88
2025-06-28 23:21:26,ETCH01,WFR00068,MEASURE,SVID_005,103.57
2025-06-29 00:04:51,ETCH01,WFR00036,MEASURE,SVID_001,102.37
2025-06-29 00:04:51,ETCH01,WFR00036,MEASURE,SVID_002,99.64
2025-06-29 00:04:51,ETCH01,WFR00036,MEASURE,SVID_003,95.77
2025-06-29 00:04:51,ETCH01,WFR00036,MEASURE,SVID_004,92.43
2025-06-29 00:04:51,ETCH01,WFR00036,MEASURE,SVID_005,97.77
2025-06-28 23:37:09,ETCH02,WFR00024,PHOTO,SVID_001,104.28
2025-06-28 23:37:09,ETCH02,WFR00024,PHOTO,SVID_002,94.26
2025-06-28 23:37:09,ETCH02,WFR00024,PHOTO,SVID_003,106.95
2025-06-28 23:37:09,ETCH02,WFR00024,PHOTO,SVID_004,95.72
2025-06-28 23:37:09,ETCH02,WFR00024,PHOTO,SVID_005,94.86
2025-06-29 00:05:35,ETCH02,WFR00016,MEASURE,SVID_001,95.2
2025-06-29 00:05:35,ETCH02,WFR00016,MEASURE,SVID_002,106.91
2025-06-29 00:05:35,ETCH02,WFR00016,MEASURE,SVID_003,104.53
2025-06-29 00:05:35,ETCH02,WFR00016,MEASURE,SVID_004,96.98
2025-06-29 00:05:35,ETCH02,WFR00016,MEASURE,SVID_005,101.52
2025-06-28 23:57:01,ETCH01,WFR00059,PHOTO,SVID_001,101.29
2025-06-28 23:57:01,ETCH01,WFR00059,PHOTO,SVID_002,107.19
2025-06-28 23:57:01,ETCH01,WFR00059,PHOTO,SVID_003,100.04
2025-06-28 23:57:01,ETCH01,WFR00059,PHOTO,SVID_004,106.65
2025-06-28 23:57:01,ETCH01,WFR00059,PHOTO,SVID_005,104.94
2025-06-28 23:49:49,ETCH02,WFR00075,CLEAN,SVID_001,100.34
2025-06-28 23:49:49,ETCH02,WFR00075,CLEAN,SVID_002,97.95
2025-06-28 23:49:49,ETCH02,WFR00075,CLEAN,SVID_003,109.45
2025-06-28 23:49:49,ETCH02,WFR00075,CLEAN,SVID_004,96.62
2025-06-28 23:49:49,ETCH02,WFR00075,CLEAN,SVID_005,95.43
2025-06-28 23:51:28,ETCH02,WFR00021,PHOTO,SVID_001,97.72
2025-06-28 23:51:28,ETCH02,WFR00021,PHOTO,SVID_002,97.64
2025-06-28 23:51:28,ETCH02,WFR00021,PHOTO,SVID_003,105.44
2025-06-28 23:51:28,ETCH02,WFR00021,PHOTO,SVID_004,100.32
2025-06-28 23:51:28,ETCH02,WFR00021,PHOTO,SVID_005,94.61
2025-06-28 23:07:55,ETCH01,WFR00059,MEASURE,SVID_001,106.05
2025-06-28 23:07:55,ETCH01,WFR00059,MEASURE,SVID_002,99.24
2025-06-28 23:07:55,ETCH01,WFR00059,MEASURE,SVID_003,98.13
2025-06-28 23:07:55,ETCH01,WFR00059,MEASURE,SVID_004,93.54
2025-06-28 23:07:55,ETCH01,WFR00059,MEASURE,SVID_005,96.17
2025-06-28 23:18:47,ETCH01,WFR00029,CLEAN,SVID_001,102.11
2025-06-28 23:18:47,ETCH01,WFR00029,CLEAN,SVID_002,93.46
2025-06-28 23:18:47,ETCH01,WFR00029,CLEAN,SVID_003,90.05
2025-06-28 23:18:47,ETCH01,WFR00029,CLEAN,SVID_004,95.71
2025-06-28 23:18:47,ETCH01,WFR00029,CLEAN,SVID_005,104.2
2025-06-28 23:27:01,ETCH02,WFR00061,CLEAN,SVID_001,96.14
2025-06-28 23:27:01,ETCH02,WFR00061,CLEAN,SVID_002,108.31
2025-06-28 23:27:01,ETCH02,WFR00061,CLEAN,SVID_003,98.33
2025-06-28 23:27:01,ETCH02,WFR00061,CLEAN,SVID_004,98.41
2025-06-28 23:27:01,ETCH02,WFR00061,CLEAN,SVID_005,101.59
2025-06-28 23:28:03,ETCH01,WFR00000,MEASURE,SVID_001,91.94
2025-06-28 23:28:03,ETCH01,WFR00000,MEASURE,SVID_002,101.89
2025-06-28 23:28:03,ETCH01,WFR00000,MEASURE,SVID_003,108.26
2025-06-28 23:28:03,ETCH01,WFR00000,MEASURE,SVID_004,93.37
2025-06-28 23:28:03,ETCH01,WFR00000,MEASURE,SVID_005,109.22
2025-06-28 23:24:27,ETCH02,WFR00015,CLEAN,SVID_001,98.3
2025-06-28 23:24:27,ETCH02,WFR00015,CLEAN,SVID_002,95.92
2025-06-28 23:24:27,ETCH02,WFR00015,CLEAN,SVID_003,103.5
2025-06-28 23:24:27,ETCH02,WFR00015,CLEAN,SVID_004,103.0
2025-06-28 23:24:27,ETCH02,WFR00015,CLEAN,SVID_005,97.59
2025-06-28 23:50:40,ETCH01,WFR00022,PHOTO,SVID_001,89.53
2025-06-28 23:50:40,ETCH01,WFR00022,PHOTO,SVID_002,100.01
2025-06-28 23:50:40,ETCH01,WFR00022,PHOTO,SVID_003,103.78
2025-06-28 23:50:40,ETCH01,WFR00022,PHOTO,SVID_004,109.67
2025-06-28 23:50:40,ETCH01,WFR00022,PHOTO,SVID_005,102.07
2025-06-28 23:22:46,LITHO01,WFR00001,ETCH,SVID_001,105.86
2025-06-28 23:22:46,LITHO01,WFR00001,ETCH,SVID_002,102.66
2025-06-28 23:22:46,LITHO01,WFR00001,ETCH,SVID_003,103.75
2025-06-28 23:22:46,LITHO01,WFR00001,ETCH,SVID_004,109.04
2025-06-28 23:22:46,LITHO01,WFR00001,ETCH,SVID_005,101.13
2025-06-28 23:31:51,LITHO01,WFR00011,CLEAN,SVID_001,98.65
2025-06-28 23:31:51,LITHO01,WFR00011,CLEAN,SVID_002,94.28
2025-06-28 23:31:51,LITHO01,WFR00011,CLEAN,SVID_003,102.96
2025-06-28 23:31:51,LITHO01,WFR00011,CLEAN,SVID_004,95.58
2025-06-28 23:31:51,LITHO01,WFR00011,CLEAN,SVID_005,96.5
2025-06-28 23:50:17,ETCH02,WFR00001,ETCH,SVID_001,92.28
2025-06-28 23:50:17,ETCH02,WFR00001,ETCH,SVID_002,105.58
2025-06-28 23:50:17,ETCH02,WFR00001,ETCH,SVID_003,94.22
2025-06-28 23:50:17,ETCH02,WFR00001,ETCH,SVID_004,107.85
2025-06-28 23:50:17,ETCH02,WFR00001,ETCH,SVID_005,94.38
2025-06-28 23:21:36,LITHO01,WFR00006,MEASURE,SVID_001,106.41
2025-06-28 23:21:36,LITHO01,WFR00006,MEASURE,SVID_002,104.76
2025-06-28 23:21:36,LITHO01,WFR00006,MEASURE,SVID_003,107.26
2025-06-28 23:21:36,LITHO01,WFR00006,MEASURE,SVID_004,101.81
2025-06-28 23:21:36,LITHO01,WFR00006,MEASURE,SVID_005,102.91
2025-06-28 23:39:23,ETCH01,WFR00035,PHOTO,SVID_001,103.74
2025-06-28 23:39:23,ETCH01,WFR00035,PHOTO,SVID_002,103.05
2025-06-28 23:39:23,ETCH01,WFR00035,PHOTO,SVID_003,99.9
2025-06-28 23:39:23,ETCH01,WFR00035,PHOTO,SVID_004,100.59
2025-06-28 23:39:23,ETCH01,WFR00035,PHOTO,SVID_005,106.39
2025-06-28 23:08:27,LITHO01,WFR00061,MEASURE,SVID_001,97.04
2025-06-28 23:08:27,LITHO01,WFR00061,MEASURE,SVID_002,103.82
2025-06-28 23:08:27,LITHO01,WFR00061,MEASURE,SVID_003,94.44
2025-06-28 23:08:27,LITHO01,WFR00061,MEASURE,SVID_004,95.69
2025-06-28 23:08:27,LITHO01,WFR00061,MEASURE,SVID_005,103.95
2025-06-28 23:43:00,ETCH02,WFR00016,ETCH,SVID_001,87.72
2025-06-28 23:43:00,ETCH02,WFR00016,ETCH,SVID_002,99.62
2025-06-28 23:43:00,ETCH02,WFR00016,ETCH,SVID_003,97.05
2025-06-28 23:43:00,ETCH02,WFR00016,ETCH,SVID_004,98.51
2025-06-28 23:43:00,ETCH02,WFR00016,ETCH,SVID_005,97.94
2025-06-28 23:22:01,ETCH02,WFR00094,MEASURE,SVID_001,104.92
2025-06-28 23:22:01,ETCH02,WFR00094,MEASURE,SVID_002,95.73
2025-06-28 23:22:01,ETCH02,WFR00094,MEASURE,SVID_003,99.93
2025-06-28 23:22:01,ETCH02,WFR00094,MEASURE,SVID_004,101.01
2025-06-28 23:22:01,ETCH02,WFR00094,MEASURE,SVID_005,95.98
2025-06-29 00:01:33,LITHO01,WFR00084,MEASURE,SVID_001,98.29
2025-06-29 00:01:33,LITHO01,WFR00084,MEASURE,SVID_002,101.25
2025-06-29 00:01:33,LITHO01,WFR00084,MEASURE,SVID_003,101.62
2025-06-29 00:01:33,LITHO01,WFR00084,MEASURE,SVID_004,108.38
2025-06-29 00:01:33,LITHO01,WFR00084,MEASURE,SVID_005,104.44
2025-06-28 23:35:47,ETCH01,WFR00006,PHOTO,SVID_001,102.48
2025-06-28 23:35:47,ETCH01,WFR00006,PHOTO,SVID_002,97.47
2025-06-28 23:35:47,ETCH01,WFR00006,PHOTO,SVID_003,93.22
2025-06-28 23:35:47,ETCH01,WFR00006,PHOTO,SVID_004,92.09
2025-06-28 23:35:47,ETCH01,WFR00006,PHOTO,SVID_005,100.4
2025-06-28 23:16:10,ETCH01,WFR00064,PHOTO,SVID_001,101.45
2025-06-28 23:16:10,ETCH01,WFR00064,PHOTO,SVID_002,99.06
2025-06-28 23:16:10,ETCH01,WFR00064,PHOTO,SVID_003,91.28
2025-06-28 23:16:10,ETCH01,WFR00064,PHOTO,SVID_004,105.35
2025-06-28 23:16:10,ETCH01,WFR00064,PHOTO,SVID_005,99.18
2025-06-28 23:19:44,ETCH02,WFR00038,CLEAN,SVID_001,109.3
2025-06-28 23:19:44,ETCH02,WFR00038,CLEAN,SVID_002,98.49
2025-06-28 23:19:44,ETCH02,WFR00038,CLEAN,SVID_003,99.98
2025-06-28 23:19:44,ETCH02,WFR00038,CLEAN,SVID_004,96.59
2025-06-28 23:19:44,ETCH02,WFR00038,CLEAN,SVID_005,99.76
2025-06-28 23:48:25,ETCH01,WFR00038,ETCH,SVID_001,102.46
2025-06-28 23:48:25,ETCH01,WFR00038,ETCH,SVID_002,100.44
2025-06-28 23:48:25,ETCH01,WFR00038,ETCH,SVID_003,92.77
2025-06-28 23:48:25,ETCH01,WFR00038,ETCH,SVID_004,95.78
2025-06-28 23:48:25,ETCH01,WFR00038,ETCH,SVID_005,98.28
2025-06-28 23:19:15,ETCH02,WFR00057,MEASURE,SVID_001,102.29
2025-06-28 23:19:15,ETCH02,WFR00057,MEASURE,SVID_002,100.35
2025-06-28 23:19:15,ETCH02,WFR00057,MEASURE,SVID_003,104.92
2025-06-28 23:19:15,ETCH02,WFR00057,MEASURE,SVID_004,102.37
2025-06-28 23:19:15,ETCH02,WFR00057,MEASURE,SVID_005,100.27
2025-06-29 00:04:07,ETCH02,WFR00046,ETCH,SVID_001,97.84
2025-06-29 00:04:07,ETCH02,WFR00046,ETCH,SVID_002,109.3
2025-06-29 00:04:07,ETCH02,WFR00046,ETCH,SVID_003,106.0
2025-06-29 00:04:07,ETCH02,WFR00046,ETCH,SVID_004,109.08
2025-06-29 00:04:07,ETCH02,WFR00046,ETCH,SVID_005,99.45
2025-06-28 23:30:42,ETCH01,WFR00007,PHOTO,SVID_001,104.88
2025-06-28 23:30:42,ETCH01,WFR00007,PHOTO,SVID_002,93.95
2025-06-28 23:30:42,ETCH01,WFR00007,PHOTO,SVID_003,107.95
2025-06-28 23:30:42,ETCH01,WFR00007,PHOTO,SVID_004,96.22
2025-06-28 23:30:42,ETCH01,WFR00007,PHOTO,SVID_005,95.62
2025-06-28 23:40:17,ETCH01,WFR00040,MEASURE,SVID_001,101.71
2025-06-28 23:40:17,ETCH01,WFR00040,MEASURE,SVID_002,109.38
2025-06-28 23:40:17,ETCH01,WFR00040,MEASURE,SVID_003,104.75
2025-06-28 23:40:17,ETCH01,WFR00040,MEASURE,SVID_004,97.12
2025-06-28 23:40:17,ETCH01,WFR00040,MEASURE,SVID_005,95.51
2025-06-28 23:14:20,ETCH02,WFR00034,ETCH,SVID_001,102.46
2025-06-28 23:14:20,ETCH02,WFR00034,ETCH,SVID_002,93.4
2025-06-28 23:14:20,ETCH02,WFR00034,ETCH,SVID_003,109.16
2025-06-28 23:14:20,ETCH02,WFR00034,ETCH,SVID_004,105.9
2025-06-28 23:14:20,ETCH02,WFR00034,ETCH,SVID_005,97.65
2025-06-28 23:22:03,LITHO01,WFR00048,CLEAN,SVID_001,96.92
2025-06-28 23:22:03,LITHO01,WFR00048,CLEAN,SVID_002,107.18
2025-06-28 23:22:03,LITHO01,WFR00048,CLEAN,SVID_003,101.29
2025-06-28 23:22:03,LITHO01,WFR00048,CLEAN,SVID_004,106.16
2025-06-28 23:22:03,LITHO01,WFR00048,CLEAN,SVID_005,101.09
2025-06-28 23:39:24,ETCH01,WFR00094,ETCH,SVID_001,97.58
2025-06-28 23:39:24,ETCH01,WFR00094,ETCH,SVID_002,100.83
2025-06-28 23:39:24,ETCH01,WFR00094,ETCH,SVID_003,104.04
2025-06-28 23:39:24,ETCH01,WFR00094,ETCH,SVID_004,104.62
2025-06-28 23:39:24,ETCH01,WFR00094,ETCH,SVID_005,104.06
2025-06-29 00:00:20,LITHO01,WFR00016,ETCH,SVID_001,96.72
2025-06-29 00:00:20,LITHO01,WFR00016,ETCH,SVID_002,96.1
2025-06-29 00:00:20,LITHO01,WFR00016,ETCH,SVID_003,95.64
2025-06-29 00:00:20,LITHO01,WFR00016,ETCH,SVID_004,96.64
2025-06-29 00:00:20,LITHO01,WFR00016,ETCH,SVID_005,101.68
2025-06-29 00:00:14,ETCH02,WFR00091,CLEAN,SVID_001,102.47
2025-06-29 00:00:14,ETCH02,WFR00091,CLEAN,SVID_002,99.99
2025-06-29 00:00:14,ETCH02,WFR00091,CLEAN,SVID_003,97.87
2025-06-29 00:00:14,ETCH02,WFR00091,CLEAN,SVID_004,106.38
2025-06-29 00:00:14,ETCH02,WFR00091,CLEAN,SVID_005,99.54
2025-06-28 23:25:48,ETCH02,WFR00011,ETCH,SVID_001,102.07
2025-06-28 23:25:48,ETCH02,WFR00011,ETCH,SVID_002,106.71
2025-06-28 23:25:48,ETCH02,WFR00011,ETCH,SVID_003,86.96
2025-06-28 23:25:48,ETCH02,WFR00011,ETCH,SVID_004,96.72
2025-06-28 23:25:48,ETCH02,WFR00011,ETCH,SVID_005,102.97
2025-06-29 00:06:04,LITHO01,WFR00050,CLEAN,SVID_001,106.06
2025-06-29 00:06:04,LITHO01,WFR00050,CLEAN,SVID_002,101.02
2025-06-29 00:06:04,LITHO01,WFR00050,CLEAN,SVID_003,100.25
2025-06-29 00:06:04,LITHO01,WFR00050,CLEAN,SVID_004,108.05
2025-06-29 00:06:04,LITHO01,WFR00050,CLEAN,SVID_005,106.37
2025-06-28 23:15:17,LITHO01,WFR00090,CLEAN,SVID_001,101.8
2025-06-28 23:15:17,LITHO01,WFR00090,CLEAN,SVID_002,108.59
2025-06-28 23:15:17,LITHO01,WFR00090,CLEAN,SVID_003,104.33
2025-06-28 23:15:17,LITHO01,WFR00090,CLEAN,SVID_004,99.48
2025-06-28 23:15:17,LITHO01,WFR00090,CLEAN,SVID_005,101.1
2025-06-28 23:56:58,ETCH01,WFR00004,ETCH,SVID_001,90.58
2025-06-28 23:56:58,ETCH01,WFR00004,ETCH,SVID_002,106.06
2025-06-28 23:56:58,ETCH01,WFR00004,ETCH,SVID_003,99.28
2025-06-28 23:56:58,ETCH01,WFR00004,ETCH,SVID_004,100.64
2025-06-28 23:56:58,ETCH01,WFR00004,ETCH,SVID_005,97.59
2025-06-28 23:08:33,ETCH02,WFR00076,PHOTO,SVID_001,99.39
2025-06-28 23:08:33,ETCH02,WFR00076,PHOTO,SVID_002,99.62
2025-06-28 23:08:33,ETCH02,WFR00076,PHOTO,SVID_003,94.49
2025-06-28 23:08:33,ETCH02,WFR00076,PHOTO,SVID_004,102.44
2025-06-28 23:08:33,ETCH02,WFR00076,PHOTO,SVID_005,103.74
2025-06-28 23:19:02,LITHO01,WFR00026,ETCH,SVID_001,98.55
2025-06-28 23:19:02,LITHO01,WFR00026,ETCH,SVID_002,97.77
2025-06-28 23:19:02,LITHO01,WFR00026,ETCH,SVID_003,97.62
2025-06-28 23:19:02,LITHO01,WFR00026,ETCH,SVID_004,95.92
2025-06-28 23:19:02,LITHO01,WFR00026,ETCH,SVID_005,97.2
2025-06-28 23:52:43,ETCH01,WFR00069,ETCH,SVID_001,92.83
2025-06-28 23:52:43,ETCH01,WFR00069,ETCH,SVID_002,99.04
