Temp,Pressure,RF_Power,Gas_Flow,Etch_Time,Tool_ID,target_cd
124.1095125,0.189443235,240.1248683,44.82179259,56.83927144,1,44.59412787
120.4352353,0.311780728,218.868362,36.92434092,66.1577115,3,48.70350997
118.5049632,0.33854326,241.4376968,50.82369677,72.03884437,2,47.54675763
120.4588039,0.226070688,280.0151958,41.32704212,58.60553724,3,45.79529726
110.0621554,0.357187702,267.0044348,40.94873781,55.49810735,1,48.26871235
118.9016406,0.31692482,243.0269573,46.00284599,60.00527959,1,46.9447426
121.7855629,0.279235604,243.0148459,50.74318675,66.01206749,3,45.91867826
127.3894702,0.331639093,243.567299,39.92089091,45.56145184,3,42.92668899
117.4086489,0.413534643,291.5349597,45.30839925,37.03819047,3,46.3299513
115.957532,0.309093313,257.638709,47.1440825,54.49463151,1,47.00709272
117.4912148,0.312411029,258.6008329,48.46552804,47.79287574,1,44.05864441
124.5770106,0.277031955,270.6056691,45.88220778,54.91859802,3,42.30491712
121.6437555,0.257507782,254.7757832,43.1648608,58.52219681,2,45.81300952
117.351199,0.341516791,244.8191571,40.8620489,55.46751591,3,41.44882101
122.5663372,0.257195809,246.073003,45.43071942,74.52467534,1,45.01653879
120.4853877,0.303578312,248.5679748,39.63930494,63.26744765,1,45.65689704
124.843225,0.276117128,249.2555553,30.39324758,63.0047436,3,44.84510899
116.4897345,0.323948991,264.5525909,47.18279902,66.22207144,3,44.81989452
118.3616893,0.316683105,251.0389177,49.51967421,48.61166882,3,45.53565544
118.0394592,0.351876997,264.6528015,33.18533782,70.39111787,1,45.8329788
112.6824253,0.27449918,248.3856684,39.95134648,59.24235713,1,41.78568626
121.4806014,0.286506253,251.5727038,48.09577131,66.70480617,3,44.82832407
121.3052764,0.251061814,210.0359863,55.28747735,49.28142767,2,46.00611169
120.0255673,0.277785337,268.3265535,45.10396854,44.46241234,3,47.27064067
118.8270643,0.318865025,256.9297695,41.35998529,68.17889658,1,44.59605239
112.9231463,0.337849431,269.9602022,44.08551779,63.76409526,1,40.54000202
117.8967734,0.253891734,192.0748924,51.8743821,50.97948446,3,47.09497855
118.2864274,0.343480296,291.7674941,41.7701791,51.30336919,3,45.37875612
115.9886137,0.367781893,247.2082074,41.00403997,71.25434784,3,43.69127724
119.1935714,0.320671745,272.1636563,42.58628239,48.10588107,1,43.02170675
122.0202543,0.393839791,229.2018815,40.23335696,76.42672953,1,44.9923666
129.4309295,0.26131054,262.2554781,45.61335158,50.99379265,3,42.49736913
120.8728891,0.237767265,228.9316887,53.12339229,66.38391926,2,41.1612582
121.287752,0.211063988,237.5246208,46.61539637,56.71381524,3,47.24473581
119.6277704,0.374802216,288.2806271,43.73823249,66.03187431,1,45.67993374
110.4061439,0.332718283,246.186352,43.54094366,54.55885998,1,45.14126014
119.8674306,0.297220766,254.3486575,37.18404596,58.37207094,3,42.44148976
120.301151,0.313998431,267.4013546,49.41554889,60.40919175,3,44.29615718
132.3162106,0.243725548,259.9136378,44.61081401,49.97812544,3,43.77748043
119.0381952,0.422287599,253.0083781,44.09760043,67.40824345,1,46.58656751
121.5077367,0.306461059,257.29922,60.96553784,54.86786434,1,46.58815459
119.8264412,0.30546974,298.0683117,46.49376454,57.71400085,3,43.33738327
114.1566098,0.336288331,248.8476241,41.24104475,50.05650625,2,44.40819961
125.7141141,0.324050462,254.0219809,42.86821202,34.37666341,3,46.96326794
123.7596652,0.311194201,271.0130879,50.74222855,58.08972237,1,49.56705176
123.9551597,0.260476277,272.1105187,45.56635205,84.12615422,1,45.9254516
115.4530627,0.323573418,273.7406061,37.80861011,67.84604288,3,45.96594646
127.0139716,0.394101225,262.7746044,49.59614467,59.8073962,3,45.65886092
112.9907447,0.367271002,227.1399017,41.65927957,57.37109171,3,47.46288891
122.9342855,0.379659331,282.6686306,54.36648888,60.22465893,1,45.68012839
130.9522781,0.274439216,227.0730921,50.40024033,65.47119115,1,44.01747733
115.0473184,0.250519759,256.0527093,42.76339052,48.19187185,3,45.89738385
117.1685114,0.293710654,234.914483,51.40508181,71.14321695,2,47.71410887
120.4982568,0.302786246,248.7172331,45.33927755,67.15381315,3,44.18659248
117.4826217,0.354709576,256.5752482,49.26386838,67.18185726,1,43.62952092
112.2466828,0.215376769,256.4271443,47.42366409,64.38475739,1,45.50391694
120.3428149,0.376477516,258.4384151,40.76821673,60.19616658,3,45.88879895
114.6884814,0.292099605,282.2742254,41.78225084,66.72861236,3,43.66338323
122.3679622,0.278655947,259.070686,50.14980409,65.91814134,3,47.11755557
115.4028788,0.249394781,245.1168673,43.32612334,56.45959289,1,48.44124038
127.749672,0.217257166,269.2817434,42.98175768,54.26398227,1,47.58608843
116.0837335,0.341158529,273.7894098,40.2243871,61.01856295,3,46.33282095
118.3896924,0.303665898,225.4478437,47.11799533,75.49020151,2,45.8614587
124.0675861,0.235501955,261.9480014,55.3126246,47.60892924,3,43.40842409
113.8456784,0.235246061,264.0234548,39.66233543,45.32474734,1,45.52821301
121.1372997,0.283210765,244.0487299,45.12109728,61.64760841,1,49.46538347
126.5357138,0.383451076,277.5141363,52.06110278,60.50887702,3,42.43668079
111.9625838,0.287020432,246.9988883,44.60179304,61.73341664,3,43.20563784
120.9231693,0.224842852,252.5115291,47.26185898,62.43953198,3,43.09300157
121.299414,0.287712847,246.5385635,39.68803236,57.76797745,1,43.25299688
123.9091144,0.286363822,250.311581,47.14153549,74.89863439,1,43.90052037
113.8152464,0.165155668,228.0744983,44.06427867,43.99096022,3,43.55135791
113.3977169,0.297285257,221.1989823,49.92864998,51.71502975,2,41.4766921
122.6097078,0.288453273,281.8901013,50.93693026,58.9674524,3,44.9205713
121.4849234,0.334810318,233.060773,57.94781821,43.56811189,1,45.90791212
121.2524643,0.392447805,230.172153,47.89816587,58.24145596,1,44.02647134
121.732241,0.356328251,206.9321977,46.62898158,76.61470166,3,47.66936065
116.5998764,0.286555565,237.220765,45.97192151,60.20886488,3,43.11459596
121.1612685,0.244673705,223.5382041,43.23416854,62.30700906,3,46.68633911
121.4653624,0.42866799,282.8403032,46.69241922,47.39835235,1,42.64578707
116.4282429,0.302960922,270.1963418,43.52299295,53.83638592,1,45.07777464
129.3288726,0.300696465,236.2369931,45.84230488,56.2480362,3,41.57870556
122.3691646,0.298793746,295.0487161,51.58798768,56.82284903,2,46.88990347
114.0434825,0.309904238,269.6353097,39.96728717,72.81643795,3,46.67231951
123.282768,0.292781979,243.5033723,50.69939281,65.57691061,1,46.41968691
115.1265916,0.2713169,200.0118857,51.58557534,48.88542043,1,42.0423074
123.935423,0.272657053,295.8188515,44.40965737,62.46504778,3,43.66576451
125.7929779,0.298362336,222.2085507,34.3907255,64.98221748,3,45.73536613
115.8965884,0.272828761,217.0920251,41.96089006,71.40149039,3,42.40870362
124.8168806,0.264357711,270.4514086,51.48497273,75.80540687,1,44.77204992
122.0639046,0.305321511,298.7950481,44.88565969,49.84905808,1,40.51389558
124.1103008,0.287251139,277.6854564,40.00348884,51.89142489,3,46.30642472
129.4839649,0.375199649,261.2781824,42.47612539,47.42422141,2,42.69300686
118.7730594,0.16745151,261.8950868,49.20310013,57.65980141,3,46.00797621
116.2313192,0.354575343,267.0683112,47.73366784,64.66358374,1,45.83529494
115.5524279,0.36230426,265.1785718,43.8053395,69.87334517,1,42.6607103
115.9209486,0.196330488,255.6238285,43.16587794,59.24048976,3,46.77229933
119.6144915,0.28286562,252.0840221,43.04120925,56.80152477,3,44.20375261
121.7057599,0.281427957,248.7481374,40.38794908,61.51757992,3,44.6983442
121.383454,0.229624415,234.9207082,53.07687845,51.64857098,1,41.98067361
124.1359162,0.261109166,244.3864985,43.38839765,80.89538722,1,40.32231338
120.0650095,0.244471208,216.1408637,51.0857926,43.92338973,3,44.2325149
127.2676704,0.387613522,248.0332075,52.60658026,61.84740579,2,41.36899231
118.6767158,0.34678392,230.2281779,49.99155449,80.23606219,3,46.16600086
133.6008458,0.363577755,227.9282137,42.84189844,60.06799845,1,44.98873166
123.1283367,0.336083603,253.597883,47.01865045,58.09960965,1,47.33670766
115.7142122,0.243547411,277.8400457,44.87902197,56.42554577,3,44.91805155
114.6455375,0.273773987,268.3663321,40.4814907,58.19608318,3,43.2374346
122.4123621,0.324468728,218.5899879,46.62179641,73.72848475,3,46.13295218
118.8826861,0.23889361,230.2074373,39.10480104,37.88138089,1,44.88991693
123.5700025,0.335649922,268.8154238,50.93839694,75.33433701,1,46.96288682
122.3661881,0.28798373,230.3502521,42.67691351,45.76042848,3,44.74174653
119.6358554,0.28125896,245.507337,46.00579828,57.33347671,2,42.82255344
115.7660314,0.335547998,261.001042,46.41643936,55.7075558,3,47.40653123
112.4257639,0.322213166,230.6331109,43.70547513,65.8855327,1,48.05455779
117.7674252,0.281951692,252.1075101,47.93346901,44.01875648,1,42.55694715
124.281994,0.35796649,223.3194901,42.62548172,64.62172666,3,45.22416121
121.0704687,0.245946834,237.9726471,49.35648649,80.24309623,3,47.20303726
113.7713061,0.33079678,256.3956387,38.2701016,46.36825995,3,44.11336475
120.8659046,0.329655063,218.1401253,45.6318979,61.89706168,1,44.13267969
121.9265869,0.284522678,258.8094948,54.694645,53.38017822,1,45.98272353
115.5807128,0.316306651,249.607244,39.99834338,64.25887206,3,47.87624548
120.7686255,0.237444321,261.0497991,41.61127515,60.19147777,2,40.49241141
120.2910436,0.346201351,254.4782827,47.56953925,53.58513091,3,45.87182093
114.2851485,0.290754893,277.2828086,45.89790891,64.87872285,1,48.09517983
121.7889368,0.273863849,252.5044901,46.7531505,78.0434811,1,45.95879258
122.8039226,0.352450461,241.4118892,47.44593565,58.09096208,3,47.60740571
125.4152562,0.264782815,252.4459501,48.17360734,67.19757942,3,49.24683075
125.2690103,0.229576935,260.8659606,50.54849921,47.06727042,3,48.32628491
113.1116532,0.222168541,250.9772014,47.04909328,50.43563623,1,44.54630081
115.3108748,0.330300498,250.8118338,43.79371173,64.72406278,1,46.41318181
122.5751763,0.235978532,235.9601662,48.36286851,74.84116029,3,44.51711622
122.5689298,0.387739709,236.7419816,54.49940967,63.55613349,2,45.8779979
122.5752384,0.19590353,221.9478946,44.33683127,56.86941969,3,45.19757012
139.2636575,0.384822818,284.9915349,40.12735348,59.99291405,1,48.57805204
122.8544526,0.310550873,225.1227353,50.53540335,47.49592266,1,44.54663634
125.6778282,0.295164344,236.141896,44.39809418,66.04515326,3,46.88669458
124.7700088,0.272754046,235.6318547,34.13665227,68.82333062,3,47.66695236
123.2569563,0.319956806,267.8984875,49.23710839,55.47909667,3,43.72462627
118.4236538,0.298118265,244.1010064,42.32335907,55.29957852,1,46.47092058
123.7948461,0.355165094,274.9548415,44.54733359,62.6587823,1,42.58174589
116.1358739,0.305711382,236.5301875,46.65990165,55.63280264,3,44.59439283
118.815907,0.307515088,255.5798832,45.9524984,59.33867385,2,46.24601483
117.5731823,0.281819389,233.2930589,48.54725909,80.99721789,3,43.07998463
120.4093707,0.297152719,292.9029826,42.82256815,57.52974299,1,45.96857472
131.5732928,0.315390088,226.2480316,47.56552899,56.41659848,1,47.85817413
110.663674,0.21449158,256.1964142,43.70226661,53.52458194,3,44.74600174
123.431301,0.232590729,262.6755376,48.6940524,67.44191971,3,44.25272097
111.9364206,0.337163205,258.2759819,48.07683742,58.18775827,3,48.65852971
117.6403407,0.308543272,246.2942468,40.32280649,53.50626962,1,49.2089254
125.444753,0.290800833,247.403586,50.42991058,73.21304032,1,44.019518
120.3214001,0.300921697,250.8762294,42.32018277,74.19603005,3,46.1760751
114.6112761,0.317379085,247.05996,49.04028899,53.99576434,2,48.93257074
116.4234815,0.273012016,269.2775823,46.83643657,41.33460049,3,44.29438054
123.3979887,0.261084764,294.21046,54.19091838,70.0751369,1,43.99036881
116.3481668,0.309792263,238.8501643,43.88267009,53.15370174,1,47.04383948
121.0822929,0.251081361,222.6039404,43.25341602,67.90625599,3,46.34422068
120.2278592,0.320412638,248.234359,44.90290197,40.29896182,3,45.0549093
116.7419983,0.21487082,301.5941868,43.48410109,68.92597338,3,45.15179038
130.7197204,0.351457782,233.9265086,48.99970951,47.88828071,1,47.69366665
123.1695951,0.323629874,282.7823361,36.91844696,67.30764119,1,44.12753803
109.8742871,0.312801487,283.5540163,39.7315879,60.14273068,3,45.33716841
120.9322716,0.349134549,238.9282352,39.66098539,50.46060581,2,44.429753
116.6910677,0.383273722,261.3796616,49.75153796,55.92963687,3,48.29303132
124.2621667,0.350718503,282.5679325,53.55306686,66.86318457,1,47.64586749
116.0373963,0.207956288,242.4174452,44.47775391,61.05894453,1,45.84223032
119.4263178,0.236021152,245.9283928,44.15589138,65.8441298,3,48.79498012
122.5249364,0.268759071,238.3663817,45.35026082,79.76440585,3,43.41843008
124.328776,0.301304553,229.7048654,50.80939151,44.35758388,3,47.17500756
113.998518,0.325882951,237.0144491,40.36323433,76.17212575,1,39.76807811
118.3274938,0.263712809,225.5211947,46.19184491,61.04355938,1,45.17870524
117.6252734,0.309338338,250.6816694,49.87598815,51.01215952,3,45.92395102
116.7333538,0.262230853,234.6005354,47.50547085,46.69686374,2,41.96481564
128.8272712,0.26942411,254.6757182,45.94790808,58.10879609,3,46.00164303
122.0249086,0.229666945,218.8820871,50.00523046,69.21650112,1,42.73315611
113.6955802,0.253838338,256.6176046,31.48383854,58.7245088,1,49.1141989
124.5893097,0.23241577,266.6705792,48.3893766,75.1115493,3,48.44419792
130.610781,0.251206337,210.1252871,41.72962158,45.4882431,3,44.70704903
125.1623263,0.35268209,257.4811314,35.84683552,59.87911052,3,45.7564429
112.4031502,0.252530056,274.5533798,47.556013,47.47606556,1,45.21972471
117.5788296,0.431619103,225.8071796,51.86829273,63.63631883,1,44.24477047
126.3345557,0.324665895,283.4514477,44.31275743,68.8688739,3,44.50898163
116.4616527,0.309241806,258.3803802,49.76437274,55.79238206,2,42.7712151
122.2190971,0.257082111,235.8997629,53.06139129,33.95786143,3,43.92550395
123.8731703,0.335015494,248.8846184,51.57457227,61.98948147,1,47.68175785
115.3653476,0.271218109,261.1665383,53.19982265,64.36738552,1,46.02094873
119.7023732,0.306100491,251.5201078,48.71063746,64.04294755,3,43.43737123
103.7936633,0.428004227,260.7751198,45.37716819,72.35782192,3,45.88609649
114.8780618,0.295197005,231.5865281,36.99017094,49.2894632,3,44.90960139
118.7371592,0.357463666,253.3872165,43.76968756,66.80216105,1,46.1717473
113.7610841,0.264841179,221.7257101,40.78376702,71.92507512,1,48.58190546
128.1620565,0.298250575,247.7754788,55.85471359,42.21412416,3,44.05445179
112.8492931,0.388540032,231.9218472,44.12057094,63.19651826,2,45.53147393
117.7997776,0.268651647,235.2894011,45.61602403,54.95820169,3,44.19858663
120.6537029,0.390622428,274.7218635,47.75742688,59.18477327,1,45.25355637
127.2063664,0.335387597,271.8262024,45.21801223,63.47676484,1,44.3726135
112.8206892,0.271876661,262.1827624,53.4752552,55.12771436,3,42.63388222
125.8158188,0.331620387,228.1537447,41.88675319,53.24291921,3,45.5278592
120.0511653,0.348627722,243.671831,45.97303728,60.34152417,3,42.62389876
115.0924567,0.331090498,274.261954,41.28764707,49.12754061,1,43.10141841
122.3105174,0.221488764,252.8343383,38.39988744,49.14174871,1,45.78569181
120.9952985,0.263643141,296.3865908,41.94115455,66.79373283,3,45.6578392
116.9989156,0.287624068,257.8663568,44.81481601,48.51205965,2,44.65130161
120.3490104,0.296278329,253.8409823,42.85348888,66.66312501,3,44.95606946
118.073432,0.331033605,243.8176707,41.5378951,64.62591293,1,46.51294081
120.5675867,0.30888505,252.6708181,37.96841268,42.74193271,1,45.88733108
123.3106534,0.233232782,246.9506033,44.58447214,53.22435348,3,43.73050103
127.9300841,0.319009893,264.1621735,37.47639813,71.94109403,3,40.44121474
113.8109225,0.330529287,269.1340463,48.80027982,50.18834469,3,43.79236682
130.6651669,0.327989522,234.2802108,45.41219876,55.35595738,1,42.46410094
110.239561,0.354039036,223.3753409,37.7122425,64.62060893,1,45.79957719
119.2410745,0.341696108,213.2758925,43.45395461,67.83390509,3,43.12988777
122.941586,0.322959004,260.1598265,41.23921797,57.48461114,2,42.19609969
121.4049593,0.296491714,227.9326679,46.59587255,54.02489805,3,43.46002444
116.8865024,0.216951953,206.9421881,51.70225223,74.22369862,1,45.07481437
118.9593887,0.321480911,257.7715721,35.62413765,77.38899664,1,47.60859028
117.5349953,0.310384384,299.8599903,45.5751304,69.78858051,3,41.39734524
117.0531762,0.313578942,249.8785818,44.19933602,60.85318143,3,45.45096974
124.2480105,0.236162571,266.7698155,48.35670038,51.91734278,3,43.48462686
121.7850774,0.245947173,251.6365872,46.06598314,51.69555593,1,43.73010001
116.535452,0.352657643,248.0222069,41.24015334,65.22514105,1,42.22783034
124.4979994,0.298022242,268.3815297,43.40473032,64.18398221,3,47.82264865
121.5364976,0.334075035,244.1945091,41.01987072,74.01598593,2,40.48276014
124.0643106,0.301415919,255.3478463,50.38003569,66.50450093,3,43.12739014
123.1481442,0.301487807,256.4339561,45.10655824,44.96919698,1,46.73952922
115.8550249,0.34691419,236.6381909,54.50595343,70.51947618,1,45.70622191
117.1990948,0.274197764,269.840847,44.69669593,50.01939373,3,49.44814175
123.736468,0.304806039,246.5008049,41.45796617,56.16028728,3,45.91622502
123.0518513,0.276886236,234.8850968,37.43142804,62.50200206,3,41.96613812
119.895492,0.278275189,260.7301969,35.98430162,79.9566749,1,45.9098929
120.5866369,0.284541394,232.0306404,37.07932028,91.09918556,1,42.5088783
126.3883245,0.311106689,250.5636231,46.33563326,66.06723059,3,45.3708067
117.0421431,0.276062569,249.8176201,47.54362512,58.16803381,2,43.69554895
122.7354869,0.362787806,271.7179113,37.09404649,65.34505648,3,48.59196868
118.9890367,0.255269635,259.4939647,49.47519157,68.87655426,1,43.90060578
118.911594,0.290656418,249.4994608,42.58469474,56.79332374,1,43.58459404
125.4938843,0.278013447,266.355326,45.73396506,77.95211356,3,44.17835823
124.1270817,0.372348894,277.804151,53.06110314,62.30070759,3,50.56374975
124.0675482,0.309827739,261.1562061,49.48419658,64.97743089,3,43.34275497
126.527394,0.351592227,250.2070524,43.65734676,66.65924252,1,48.30365132
120.1050192,0.225721981,223.7632754,40.54403887,64.21586611,1,47.04474956
123.4097649,0.313352513,228.6977267,34.24092299,68.389405,3,45.91022861
118.4486662,0.34448154,243.8955059,41.4042334,53.82746813,2,44.75516271
121.6208318,0.304114199,237.809756,43.94434881,54.41698246,3,46.90945245
119.3492847,0.353274019,246.2605739,40.06410236,48.99845767,1,43.46469556
120.4849798,0.274135577,251.1329985,44.34371516,64.39501231,1,44.63836467
122.9757851,0.370467372,260.5938551,45.38425941,67.78936504,3,45.78624765
115.9088966,0.414944906,248.5900244,43.87572009,64.57772866,3,43.35324511
130.4619364,0.281858072,259.7300329,41.7499871,76.74492433,3,42.44759629
114.9699131,0.277724874,251.2894883,45.84327336,59.94403981,1,45.99906844
113.9290569,0.372669224,210.4906687,47.20970325,66.68741656,1,48.88337878
125.7905544,0.378978607,231.2132921,39.54800461,49.08299124,3,47.49137959
123.9583135,0.273856999,247.1182489,52.0546619,56.12900298,2,44.28672033
123.1205991,0.278990659,225.8061051,44.50705934,66.95537758,3,45.81073492
123.1417275,0.28591077,261.9985746,45.09424811,68.49102111,1,45.10173729
119.9387661,0.232777474,280.6150166,48.54107212,57.06033052,1,42.50602845
115.5137281,0.254067403,274.375237,46.16608066,59.28400748,3,41.60533824
120.3790228,0.249792962,245.7311426,49.76568317,44.82126253,3,49.71561652
116.6141914,0.261610122,279.8145227,46.43562083,56.42970799,3,45.02608506
124.8755987,0.298265756,252.9733491,41.93781313,68.90383164,1,45.91282669
119.2647131,0.311710737,243.2582806,46.80751763,65.75205016,1,43.05819586
115.872514,0.377525025,237.7319467,39.28136896,65.00665721,3,47.44244902
118.3930708,0.250082298,243.9506063,45.54279853,60.49773687,2,48.10294852
122.0646573,0.34921612,242.2364636,44.83385005,60.07063159,3,49.94034489
117.1813772,0.289300558,253.4083244,43.95941571,53.39678861,1,46.4782704
115.888898,0.297526815,253.2114796,44.35731244,66.9882842,1,46.29732789
121.2184361,0.333740975,250.0609204,35.59075477,64.20972944,3,41.72403362
121.2248329,0.243863899,258.7387634,42.25637546,64.92018848,3,46.92749964
117.4652841,0.319120487,273.8129255,45.46422451,54.73965157,3,43.89444147
117.6448085,0.30832261,268.9910827,45.79928196,38.4665708,1,44.4688457
121.1602497,0.324622563,220.3020406,39.8616243,70.97152712,1,44.4338635
112.7595783,0.314458432,198.9215773,51.3285392,55.21162544,3,43.5378817
112.9626811,0.422765007,268.6863982,40.66912576,51.37224236,2,44.91605721
116.4077789,0.268113001,222.662426,49.847286,66.93478912,3,44.46318077
118.9327642,0.273450152,245.504692,47.13597181,56.0798736,1,43.7847591
121.5545378,0.268842974,226.5977395,41.76886345,70.59936384,1,43.38406604
127.3767811,0.272226144,213.9603912,53.87655446,66.1700595,3,46.32575995
124.2882981,0.268130644,260.8292546,39.03181584,66.83569323,3,43.21859111
119.2003074,0.359450827,265.1831032,49.59577087,46.34044289,3,45.51823935
119.904919,0.371025212,238.469792,50.00291159,72.11943985,1,46.8421069
114.9873532,0.271462685,198.1791542,41.64689895,62.61250531,1,43.80797586
119.9074343,0.258382221,239.075111,51.9623265,56.30722861,3,43.64273925
118.5567068,0.323570778,257.8360801,43.74976743,61.43388467,2,42.41021666
121.6135928,0.272388848,220.4217686,46.44346815,42.23764767,3,47.81761853
115.8638453,0.331646591,253.6671984,46.30160919,64.08652811,1,44.40849404
122.5967326,0.310146151,249.693803,44.32845629,49.70628492,1,42.78423901
127.6636946,0.224212794,261.58583,49.05404137,46.47329714,3,44.28040896
119.4561993,0.37737526,252.3916074,48.9674436,44.77640814,3,41.0015232
122.0085586,0.389793884,230.5386212,36.25734013,71.12688375,3,45.00727152
123.45072,0.269360565,273.93143,51.52170121,53.70736606,1,45.10819366
117.9938976,0.280614922,246.8294085,36.68754006,75.3372771,1,46.3376422
121.1204624,0.31429327,249.4539092,50.16273102,54.64198537,3,42.79694873
120.062962,0.316722839,231.3346408,50.63352568,42.92642042,2,43.40438826
